[[-8 -21 -1 7 6 -4 7 -12 19 6 -11 34 3 11 15 26 3 1 -3 2 -6 18 7 10 4 -10 -24 19 -10 7 -15 -21 20 13 -8 -21 -9 -3 -2 -8 -12 7 -21 -12 6 -10 12 -4 4 2 -5 -6 -24 8 -15 -4 -6 -4 -9 10 -25 -11 14 -2 10 4 -14 17 9 16 -2 -4 1 11 9 -10 -13 1 7 -11 10 26 -32 -7 10 -6 11 15 -6 19 -1 25 -17 9 -4 -1 15 6 -9 -5]
[16 -26 3 -12 -13 21 10 1 14 27 -15 -21 -1 0 -23 4 13 -12 -3 -10 -15 -3 25 13 -9 -21 23 -17 25 -5 -3 6 12 -18 3 20 11 22 -6 -11 18 -5 -3 -3 17 -16 -3 -12 13 -5 -11 -6 -2 13 6 0 7 -5 -13 18 11 24 -2 18 -18 27 11 14 3 19 -29 21 1 -16 -16 -18 -2 -9 9 9 6 7 -9 3 -20 -10 -9 10 16 -6 11 7 18 -27 -15 2 -9 -4 2 5]
[24 26 0 -22 -21 -3 15 -3 -10 -5 16 -17 21 -2 19 -11 -34 8 24 10 -3 -34 -16 0 18 17 -15 -11 -16 4 1 1 -7 13 -7 12 -11 -15 13 14 -17 5 28 8 -2 14 -11 8 5 7 -16 23 11 -13 10 -15 -26 20 19 18 10 17 -23 20 20 -14 -7 -12 -5 -11 14 34 -9 -6 14 19 5 11 -18 4 0 -6 11 5 -6 14 -8 -16 -33 -12 -12 -3 14 15 2 -23 3 -6 -20 2]
[-35 18 -1 7 11 18 -19 7 12 -14 -4 22 -19 -33 -21 0 6 -3 10 -6 22 -5 -11 -5 -10 1 0 16 14 -6 6 -2 4 -1 5 -31 -6 -10 13 10 8 9 -2 23 2 -12 16 -15 -9 -14 9 2 4 25 -7 13 -4 -17 22 -5 4 -4 -28 -15 -5 -17 0 -6 6 -2 -7 -38 9 16 20 -12 9 -33 5 -10 -24 -5 21 21 -5 7 6 5 2 22 -11 -5 -19 -7 2 -4 -14 4 18 0]
[8 -12 -2 4 1 -1 -21 10 11 -1 11 0 4 11 -27 -20 6 -10 -17 -16 21 4 -1 -21 -21 -12 16 23 17 -22 7 15 -22 -14 7 3 43 5 -11 5 12 -9 -9 -13 20 2 -16 8 -16 -6 -11 -19 6 -2 -5 16 32 -29 7 -7 -1 -4 7 -7 -31 -25 -4 19 0 0 6 14 18 -5 3 10 10 6 -28 5 -9 -27 19 -1 -16 2 -2 -2 26 -10 -20 -34 -3 -17 -4 21 -9 22 14 -16]
[-2 35 7 -16 13 4 8 -10 -4 -10 -2 -13 -6 -20 -9 0 -21 20 16 22 7 -23 -16 14 12 21 -26 -15 4 33 -2 3 -5 12 -12 20 -33 -25 31 29 0 7 14 31 -11 5 16 -5 -4 -3 9 40 -8 -6 -4 -4 -40 8 24 -15 -4 -8 -53 8 13 9 -27 -4 12 3 -2 9 -24 6 -13 -1 13 -3 15 11 -19 4 4 18 -15 6 -2 -1 -29 19 3 -23 -4 28 14 13 -14 -32 -12 14]
[-10 11 13 -24 -9 -6 17 16 1 20 -41 9 -12 -18 0 -3 -9 -6 7 -7 -15 -13 1 30 5 0 17 -9 10 11 -3 -22 27 -9 0 -13 -8 -8 5 -19 11 -2 7 2 -16 -8 -20 -20 1 -8 5 10 11 -2 4 -3 -32 32 20 29 25 7 -35 23 32 -9 -14 -5 24 17 -15 -9 8 -4 22 -29 -4 -14 -1 25 20 20 -14 20 -6 -4 -1 -2 5 8 13 24 11 -2 -27 -23 -15 9 -3 9]
[-5 3 15 -1 6 3 -12 1 -1 2 9 11 -11 -28 3 8 -10 31 19 -14 16 -14 11 -6 -20 13 -7 37 13 -16 8 -23 1 10 8 -18 -2 -28 7 13 11 5 -9 8 21 6 -2 4 -7 -30 -2 0 20 -2 -29 0 6 4 38 -8 -13 -15 -26 3 1 -38 -22 9 -5 1 7 18 32 19 9 12 11 -28 -6 32 0 -20 5 -2 -13 6 -12 -1 -4 5 11 -4 14 13 -21 -11 -18 -1 9 -14]
[-20 4 -2 14 -21 19 -16 2 12 -45 24 28 7 10 -32 -3 -14 -30 -6 11 -3 7 1 -10 1 -25 -14 -3 -8 -30 1 25 3 15 21 -16 18 8 -4 12 -2 -2 -17 6 0 -1 4 11 -12 -4 -22 12 -20 11 -4 3 9 -29 -10 5 -2 5 6 -17 -19 0 10 8 0 -1 18 -30 3 -6 16 7 7 9 6 -20 -8 -10 19 -6 33 -12 29 13 19 8 -27 -15 -27 -17 -5 -6 5 26 2 -13]
[-24 -11 14 26 -13 32 6 -11 -23 -4 6 8 1 -10 23 33 1 6 18 -5 -12 0 5 11 0 15 -6 -1 -3 -12 -6 1 41 32 5 -14 -26 9 17 2 4 -6 1 1 7 -14 17 -5 3 -31 -4 27 -5 11 -9 2 -4 -5 11 -9 -25 23 28 -17 8 12 17 -2 -10 -9 -11 -26 18 -6 10 2 -20 -16 17 2 12 -3 0 -10 29 9 -1 13 -25 12 31 29 6 -12 -29 -38 11 9 -12 8]
