[[-15 -5 -17 8 -10 11 -4 21 -7 18 -4 -19 -38 -6 -28 17 5 14 27 3 6 -1 2 21 -1 -29 21 -20 22 13 -6 19 8 2 4 3 3 -2 -1 -3 3 9 1 -14 -9 -8 -11 -11 9 -32 24 -14 2 -9 15 44 20 4 21 11 -9 -12 9 33 5 13 -5 6 -2 -10 7 -1 -30 0 11 12 0 -33 0 -9 8 32 -5 -1 11 0 -23 -18 -33 -14 12 -6 4 -18 3 -9 4 14 -6 -17 -13 -13 9 -7 21 15 18 15 3 15 17 -10 -2 16 22 32 12 7 -5 -4]
[29 -1 -11 -8 -13 -23 -11 4 14 -8 -28 5 34 28 -10 17 38 -18 -20 -13 -24 2 -41 23 1 20 -31 -4 17 8 31 14 18 1 8 -8 -6 10 -32 -14 32 -10 24 19 -21 16 18 -1 -7 21 -9 -14 -2 -22 -1 22 -18 -9 -16 -19 37 0 -20 5 -1 10 11 -22 28 26 30 6 53 -7 1 -1 22 3 6 -2 -26 13 -14 14 -11 3 0 11 14 18 5 27 10 -3 -1 27 15 10 -21 -13 -7 9 0 -25 4 -17 3 -35 11 -16 7 22 -26 -14 -22 -18 -15 34 6 28]
[10 15 30 -1 4 -19 -15 -7 14 -20 -7 -8 29 48 -7 -17 25 -12 -39 11 -13 3 -9 23 -23 52 -32 14 16 -28 9 1 7 10 -17 -11 -7 6 2 -5 -2 1 12 25 -13 39 29 31 -24 1 -4 0 11 -42 1 3 40 5 15 -9 28 10 3 -7 -21 -22 -20 1 -14 -6 26 -11 40 4 -7 -38 -1 4 -5 -36 -8 -5 -5 -16 17 -20 -5 7 7 15 -2 40 -16 -4 0 18 20 10 3 -18 10 -4 1 -31 29 -22 -9 -33 19 1 -5 11 -7 -3 -16 -2 -22 26 21 22]
[-10 9 23 -14 2 -9 -7 -12 -4 -9 -19 -15 14 -3 -3 -21 -1 -25 -9 0 23 -5 18 12 -14 17 -24 1 -15 4 18 22 18 1 1 -2 14 -3 27 -12 17 -21 24 19 -2 29 18 5 -33 20 -37 -30 -1 -28 16 -3 36 -31 27 -21 7 0 6 -7 -5 41 -7 2 -7 26 14 -17 38 -3 8 -49 8 10 4 -1 46 -11 -17 16 -5 -20 -25 -2 -8 13 25 29 8 32 -1 0 -9 29 10 -2 -2 -20 -14 -9 13 -8 -4 3 1 -3 -9 10 -19 -13 6 -1 -7 11 -4 30]
[1 11 1 -20 0 -7 0 4 12 31 -32 -4 5 -9 -16 6 26 6 -3 28 6 -8 -3 -17 37 -18 2 -2 -7 28 17 -14 37 7 10 17 18 -3 -25 -34 22 1 12 3 -17 1 13 -22 17 11 -25 -7 4 -11 28 22 -17 -28 4 -34 -5 13 22 5 50 63 23 -24 15 27 27 -13 14 -10 -2 -24 -4 7 0 7 11 6 0 27 -16 -6 18 -14 4 -11 12 0 15 17 4 24 -12 48 -38 10 -28 -26 -6 -2 -7 17 20 3 0 11 12 18 -33 -13 3 -13 10 9 0 4]
[-34 1 34 -7 14 8 -1 3 -34 13 15 -32 5 0 -19 -30 -38 -4 -21 32 -3 16 18 9 -3 0 12 31 -4 18 -15 -28 8 2 7 13 50 -30 29 -9 -17 24 -17 5 -11 26 -11 5 10 -37 -24 2 -24 -9 12 -11 44 -11 14 1 -27 15 21 12 25 3 -27 34 -18 -16 2 -26 -4 34 -1 -27 -11 -7 -7 -30 24 -34 -9 -20 17 -24 -4 0 -19 -14 20 5 -13 27 -18 0 -20 29 -5 -6 6 -48 -6 23 13 9 -24 26 -6 28 -16 -17 -25 15 23 29 8 -5 9 24]
[-13 20 8 6 9 -39 34 -8 42 -21 -12 16 -22 17 15 -9 15 27 -19 59 5 15 17 -21 -22 41 -15 20 -6 -4 -5 -4 -9 9 -10 9 -18 27 -2 -1 -1 -12 1 -10 28 21 25 28 11 10 -7 4 26 0 8 -1 17 35 0 -12 0 -10 17 -20 9 -18 -29 -35 -22 -36 7 -2 -9 5 -17 11 -7 0 8 -10 -32 -2 5 6 16 1 9 -15 4 9 -8 -5 -22 -6 4 -23 -14 -2 21 7 -45 20 12 -42 32 -22 4 -16 5 1 -21 -5 10 22 -16 28 -9 6 16 -14]
[32 -11 -33 22 4 4 28 -9 1 15 -9 3 -29 -15 22 9 -10 -12 2 -11 8 35 17 -2 10 -27 0 -12 -23 15 -23 18 -20 -6 13 16 19 16 -25 18 18 -36 20 -11 2 14 11 -1 14 9 8 -3 6 -2 6 20 2 0 -22 -16 -3 -12 -11 5 19 35 0 -25 26 -15 -23 8 13 10 12 42 21 -28 3 6 -32 56 -27 22 7 12 -13 -21 -26 31 4 -3 37 -12 -22 0 9 15 -11 10 -28 1 6 -15 -5 3 7 6 -12 -8 -13 -13 0 29 -20 31 15 13 6 32]
[-31 1 6 -2 -1 34 -35 7 -25 -18 -3 7 5 23 -1 8 -23 -11 18 10 -7 -26 1 16 -3 21 -26 -7 25 -10 -6 -4 24 -2 9 -18 17 -11 29 -11 12 2 1 21 -15 8 -22 -8 -22 -20 -7 -25 -3 -7 14 -14 3 -2 24 13 19 -6 -10 3 -22 -1 7 33 28 33 54 3 7 2 -8 -15 -17 22 5 6 39 -31 10 -46 2 -11 -10 6 12 -11 -6 7 -8 11 13 -2 -18 7 -7 -2 9 -20 -7 22 -8 -7 5 23 10 22 13 23 -6 -8 -26 -43 1 -13 -3 2]
[20 -37 -4 13 -33 20 -9 12 0 24 -1 4 -18 9 -20 17 17 -2 17 -31 -8 -5 -52 33 30 -8 22 -11 8 -1 10 -3 11 -7 13 -2 28 6 -32 14 -26 -8 -23 31 -31 -27 -9 -43 19 -35 30 13 -3 -9 2 43 -20 -25 -26 13 2 2 -14 35 35 17 -10 -10 43 -11 0 -9 11 31 -1 24 -4 -11 -8 -10 -24 19 16 -2 11 11 27 12 2 -3 10 -6 16 -36 5 12 -5 11 -13 0 -8 -16 4 -4 -23 27 16 5 15 19 27 -11 -7 5 -26 -7 61 3 -2 9]
