[[2035 1656 383 2964 3624 2112 956 1718 1398 3055 3178 2923 1982 1364 782 3665 293 1128 2955 3853 2370 1374 543 332 1767 735 20 1641 3223 657 1141 57 6 2251 3229 1549 3909 3182 466 3436 1374 1274 1056 1398 2728 1426 3019 2807 3483 405 679 2528 2605 895 3235 257 2964 3980 1793 26 2214 564 2427 2461 2696 2164 1574 2917 2377 1028 1044 52 773 2042 3953 1727 1619 759 2537 658 1108 2549 3652 2383 1159 1874 1429 3996 3616 377 278 757 1941 2911 423 708 2412 1833 547 419 1051 3461 899 3893 97 3423 354 444 1219 3600 3746 3584 1522 2725 1704 370 422 2614 3670 462]
[944 2087 73 4035 3159 491 1414 3856 2704 1559 3026 1936 2376 3564 3006 3335 1486 3641 3410 1805 4023 513 1315 2201 1184 1577 2077 882 2552 381 2882 2010 1995 264 479 1800 2527 1801 807 1488 1876 3386 2129 3712 947 3510 3939 739 1971 1922 2266 271 602 217 1316 1841 2898 2452 890 1588 2122 508 2519 1664 1349 2241 3340 3676 2454 2287 938 928 75 2524 2919 2204 2457 4008 27 3057 1271 556 468 1343 1937 767 1292 546 1348 80 3042 206 1143 82 152 3877 2474 2479 3890 1511 3045 2032 1113 2902 3952 654 3193 3261 2223 3459 3879 234 1000 1469 3390 243 3062 3550 2937 2544]
[2365 2135 2158 2374 3163 1467 3353 2654 709 1533 1020 3386 2911 283 3214 312 22 2782 2953 1010 25 652 2622 325 3348 1335 3253 1976 91 2621 2374 2175 748 2964 2143 3808 2371 2445 2566 1256 2349 2767 2543 1000 1232 1909 3211 1576 1622 3112 775 869 2498 1021 740 3078 3040 3649 945 2974 1768 3641 307 3219 553 2470 880 564 3951 2995 3454 2301 193 1882 1796 2250 473 891 1552 1564 264 1984 962 1632 2770 2175 1828 1754 3861 2380 62 1221 3153 105 3391 4059 2922 675 557 3362 3978 2450 2054 80 1659 715 1343 2501 3191 105 2111 2122 135 3262 752 3176 754 1640 3512 3276]
[499 1045 434 2524 140 2208 598 54 3588 829 2435 257 2284 170 322 3814 1951 3235 3683 3883 1540 184 2630 458 2137 2159 1861 1019 2158 3123 3705 1063 3508 1121 4039 1568 3954 4050 3401 1826 143 1575 3551 3450 2349 971 1371 562 3206 574 2583 3945 767 1744 3810 2464 51 995 3420 2155 1128 1281 2635 3890 210 442 2767 2649 1716 2962 3211 3839 674 2596 2901 2538 660 3568 3779 2006 2074 3572 1080 1931 2796 1068 695 212 413 935 1088 2729 304 647 3709 3662 3147 3206 2371 1314 1598 3082 425 521 3681 3715 661 331 1651 258 1832 1038 3362 256 1172 2174 764 3694 2403 3068]
[3344 2103 443 881 270 2633 1675 1324 1826 3386 2559 1758 2538 2627 1909 876 3452 2756 3679 2303 3096 2454 3524 1442 1259 1957 2221 3822 3356 236 3128 915 259 4038 3788 1060 1626 2348 242 3291 2175 4038 3166 3941 777 3830 219 2945 3506 1664 2279 2612 3498 3740 1524 3702 1406 3060 694 328 2552 616 1905 2545 1837 763 1896 2366 2562 1158 3065 1237 529 2554 1093 2610 1127 1121 3873 1332 2855 287 475 474 54 1871 2390 2307 1231 3059 3294 2227 2147 334 2768 3865 3037 765 2512 1889 1814 2639 2060 2105 381 1436 2020 2745 2413 3928 3309 2364 1559 1993 415 1377 3746 1269 618 175]
[3980 3401 3010 771 2711 1086 1953 1393 2713 3986 891 1971 396 2334 850 1869 4016 3688 2400 3258 4019 77 3249 3177 589 1930 324 1478 4050 1038 2899 3531 588 1074 988 2764 2108 66 1807 2852 1822 71 1162 3532 3944 3263 643 161 3582 927 1349 1925 3710 1555 1790 478 1018 1005 427 2441 3319 1109 2576 1705 4075 697 2173 103 4035 2942 3313 1904 1386 2751 285 2183 4061 4 3194 898 1722 3103 3670 452 1646 3854 2202 0 2114 2612 4044 172 2390 2038 301 2114 920 3611 3720 2524 3456 2753 3728 1244 1039 1 1394 1055 3389 3644 3767 1232 1913 3267 2800 3196 4062 2580 1814 3988]
[2429 1907 2778 1517 4053 1338 1596 2489 2471 3512 3083 1952 387 3523 1876 579 3854 859 2092 4006 587 2136 3440 2259 1886 854 3081 3297 2385 2737 2172 2590 221 3304 130 3023 469 4003 2170 263 3833 3970 2092 81 482 346 2337 1157 414 3134 93 3737 698 1899 2298 3507 999 2134 349 3178 2617 45 1644 3523 2424 3341 257 766 3780 1618 3785 3068 3866 2734 3446 1561 3556 634 1741 2760 2048 3507 2382 704 2606 1417 1837 208 2555 3000 2174 122 2144 389 4006 1086 895 3583 3926 181 4082 1985 3693 1774 1546 2044 2755 1751 1374 1158 1529 3473 3336 4004 3448 1803 1370 2469 45 3664]
[2320 2025 3462 2359 3164 1292 1452 2662 2294 2176 2196 584 1793 2079 3501 3962 1675 2493 813 3459 1277 3886 1008 53 3783 2883 2754 420 1546 3992 302 1539 564 2160 226 81 2022 1407 916 2011 664 4011 1355 1356 1926 3916 3966 3913 3321 23 1703 2572 2152 1571 172 1182 2138 3905 549 1909 2349 1444 699 2315 2227 1764 762 2284 3004 1020 3632 3534 757 230 329 1043 362 2767 1588 1475 2229 3745 330 1861 1051 824 3623 2529 2151 3619 130 3416 699 2253 3687 100 1721 368 834 1980 1846 2685 2603 3320 1709 3122 3732 3549 98 1556 3756 102 3436 1110 25 49 3334 3003 378 884]
[3889 559 2395 584 1846 503 2023 2981 3180 709 488 542 1721 1619 1445 3976 1952 3501 4039 116 2560 3225 2568 400 1802 2806 1062 3437 3352 1480 364 2849 253 1619 1456 710 908 164 696 2709 464 214 3033 2170 124 3125 1202 2593 3146 1759 3336 2819 672 367 1748 1476 1516 1575 2783 2043 2011 2299 3431 3663 1595 721 1830 1204 3163 811 3945 934 2240 268 3621 2725 1181 381 1554 485 836 637 2830 2037 2753 2088 3514 3125 783 2163 438 2240 660 2006 3322 3515 1476 1045 1339 3918 806 2678 1298 2816 3544 422 2842 2937 2229 1695 4074 1642 2933 1901 1178 772 930 3003 1831 1034]
[2805 3468 1029 1610 815 2997 3462 2626 1721 2392 1395 3335 1568 3545 654 1486 3173 1480 1570 257 338 3506 3585 1512 2329 3651 1437 936 3027 1981 628 1580 846 1978 1832 3846 3246 1850 429 2304 3382 2117 3734 3999 2303 1062 3470 1023 1441 1754 4017 1552 3940 2639 3084 2190 3619 2977 1814 3981 264 1538 2291 2566 1087 3350 3988 492 1903 2057 922 2392 2152 2624 3369 767 1374 712 615 2816 1288 3255 4029 2451 1121 2273 974 3850 2185 2291 2073 959 2905 508 2312 1542 3670 3775 256 2609 998 2228 1714 3785 644 2402 1776 1645 1937 1057 1778 1519 3669 1691 631 1222 2412 775 852 1938]
